county_fips,state_abbr,county_name,year,total_population
30101,MT,Toole County,2022,5072
30101,MT,Toole County,2023,5128
30101,MT,Toole County,2024,5153
30103,MT,Treasure County,2020,864
30103,MT,Treasure County,2021,864
30103,MT,Treasure County,2022,864
30103,MT,Treasure County,2023,864
30103,MT,Treasure County,2024,864
30105,MT,Valley County,2020,7561
30105,MT,Valley County,2021,7566
30105,MT,Valley County,2022,7560
30105,MT,Valley County,2023,7475
30105,MT,Valley County,2024,7434
30107,MT,Wheatland County,2020,2072
30107,MT,Wheatland County,2021,2039
30107,MT,Wheatland County,2022,2043
30107,MT,Wheatland County,2023,2068
30107,MT,Wheatland County,2024,2058
30109,MT,Wibaux County,2020,936
30109,MT,Wibaux County,2021,936
30109,MT,Wibaux County,2022,924
30109,MT,Wibaux County,2023,904
30109,MT,Wibaux County,2024,911
30111,MT,Yellowstone County,2020,165210
30111,MT,Yellowstone County,2021,167448
30111,MT,Yellowstone County,2022,169817
30111,MT,Yellowstone County,2023,170727
30111,MT,Yellowstone County,2024,171583
31001,NE,Adams County,2020,31176
31001,NE,Adams County,2021,30974
31001,NE,Adams County,2022,31023
31001,NE,Adams County,2023,30892
31001,NE,Adams County,2024,31196
31003,NE,Antelope County,2020,6279
31003,NE,Antelope County,2021,6296
31003,NE,Antelope County,2022,6299
31003,NE,Antelope County,2023,6291
31003,NE,Antelope County,2024,6358
31005,NE,Arthur County,2020,864
31005,NE,Arthur County,2021,864
31005,NE,Arthur County,2022,864
31005,NE,Arthur County,2023,864
31005,NE,Arthur County,2024,864
31007,NE,Banner County,2020,864
31007,NE,Banner County,2021,864
31007,NE,Banner County,2022,864
31007,NE,Banner County,2023,864
31007,NE,Banner County,2024,864
31009,NE,Blaine County,2020,864
31009,NE,Blaine County,2021,864
31009,NE,Blaine County,2022,864
31009,NE,Blaine County,2023,864
31009,NE,Blaine County,2024,864
31011,NE,Boone County,2020,5357
31011,NE,Boone County,2021,5381
31011,NE,Boone County,2022,5366
31011,NE,Boone County,2023,5320
31011,NE,Boone County,2024,5354
31013,NE,Box Butte County,2020,10819
31013,NE,Box Butte County,2021,10658
31013,NE,Box Butte County,2022,10685
31013,NE,Box Butte County,2023,10705
31013,NE,Box Butte County,2024,10703
31015,NE,Boyd County,2020,1803
31015,NE,Boyd County,2021,1782
31015,NE,Boyd County,2022,1737
31015,NE,Boyd County,2023,1739
31015,NE,Boyd County,2024,1700
31017,NE,Brown County,2020,2903
31017,NE,Brown County,2021,2922
31017,NE,Brown County,2022,2894
31017,NE,Brown County,2023,2877
31017,NE,Brown County,2024,2877
31019,NE,Buffalo County,2020,50204
31019,NE,Buffalo County,2021,50310
31019,NE,Buffalo County,2022,50528
31019,NE,Buffalo County,2023,50696
31019,NE,Buffalo County,2024,51156
31021,NE,Burt County,2020,6724
31021,NE,Burt County,2021,6716
31021,NE,Burt County,2022,6790
31021,NE,Burt County,2023,6730
31021,NE,Burt County,2024,6727
31023,NE,Butler County,2020,8356
31023,NE,Butler County,2021,8452
31023,NE,Butler County,2022,8432
31023,NE,Butler County,2023,8442
31023,NE,Butler County,2024,8439
31025,NE,Cass County,2020,26608
31025,NE,Cass County,2021,27079
31025,NE,Cass County,2022,27169
31025,NE,Cass County,2023,27458
31025,NE,Cass County,2024,27492
31027,NE,Cedar County,2020,8373
31027,NE,Cedar County,2021,8331
31027,NE,Cedar County,2022,8366
31027,NE,Cedar County,2023,8244
31027,NE,Cedar County,2024,8262
31029,NE,Chase County,2020,3889
31029,NE,Chase County,2021,3827
31029,NE,Chase County,2022,3768
31029,NE,Chase County,2023,3761
31029,NE,Chase County,2024,3764
31031,NE,Cherry County,2020,5457
31031,NE,Cherry County,2021,5453
31031,NE,Cherry County,2022,5495
31031,NE,Cherry County,2023,5527
31031,NE,Cherry County,2024,5558
31033,NE,Cheyenne County,2020,9486
31033,NE,Cheyenne County,2021,9504
31033,NE,Cheyenne County,2022,9524
31033,NE,Cheyenne County,2023,9549
31033,NE,Cheyenne County,2024,9602
31035,NE,Clay County,2020,6110
31035,NE,Clay County,2021,6046
31035,NE,Clay County,2022,6070
31035,NE,Clay County,2023,6144
31035,NE,Clay County,2024,6103
31037,NE,Colfax County,2020,10556
31037,NE,Colfax County,2021,10480
31037,NE,Colfax County,2022,10645
31037,NE,Colfax County,2023,10696
31037,NE,Colfax County,2024,10826
31039,NE,Cuming County,2020,9011
31039,NE,Cuming County,2021,8993
31039,NE,Cuming County,2022,8970
31039,NE,Cuming County,2023,8951
31039,NE,Cuming County,2024,8952
31041,NE,Custer County,2020,10492
31041,NE,Custer County,2021,10495
31041,NE,Custer County,2022,10503
31041,NE,Custer County,2023,10612
31041,NE,Custer County,2024,10487
31043,NE,Dakota County,2020,21556
31043,NE,Dakota County,2021,21287
31043,NE,Dakota County,2022,21253
31043,NE,Dakota County,2023,21340
31043,NE,Dakota County,2024,21335
31045,NE,Dawes County,2020,8155
31045,NE,Dawes County,2021,8147
31045,NE,Dawes County,2022,8250
31045,NE,Dawes County,2023,8145
31045,NE,Dawes County,2024,8003
31047,NE,Dawson County,2020,24082
31047,NE,Dawson County,2021,23935
31047,NE,Dawson County,2022,24048
31047,NE,Dawson County,2023,24393
31047,NE,Dawson County,2024,24554
31049,NE,Deuel County,2020,1833
31049,NE,Deuel County,2021,1849
31049,NE,Deuel County,2022,1900
31049,NE,Deuel County,2023,1879
31049,NE,Deuel County,2024,1892
31051,NE,Dixon County,2020,5585
31051,NE,Dixon County,2021,5561
31051,NE,Dixon County,2022,5522
31051,NE,Dixon County,2023,5530
31051,NE,Dixon County,2024,5526
31053,NE,Dodge County,2020,37121
31053,NE,Dodge County,2021,37141
31053,NE,Dodge County,2022,37130
31053,NE,Dodge County,2023,37477
31053,NE,Dodge County,2024,37884
31055,NE,Douglas County,2020,585451
31055,NE,Douglas County,2021,585534
31055,NE,Douglas County,2022,587894
31055,NE,Douglas County,2023,593645
31055,NE,Douglas County,2024,601158
31057,NE,Dundy County,2020,1651
31057,NE,Dundy County,2021,1629
31057,NE,Dundy County,2022,1601
31057,NE,Dundy County,2023,1565
31057,NE,Dundy County,2024,1581
31059,NE,Fillmore County,2020,5569
31059,NE,Fillmore County,2021,5554
31059,NE,Fillmore County,2022,5529
31059,NE,Fillmore County,2023,5539
31059,NE,Fillmore County,2024,5512
31061,NE,Franklin County,2020,2890
31061,NE,Franklin County,2021,2879
31061,NE,Franklin County,2022,2834
31061,NE,Franklin County,2023,2812
31061,NE,Franklin County,2024,2817
31063,NE,Frontier County,2020,2503
31063,NE,Frontier County,2021,2547
31063,NE,Frontier County,2022,2624
31063,NE,Frontier County,2023,2598
31063,NE,Frontier County,2024,2536
31065,NE,Furnas County,2020,4632
31065,NE,Furnas County,2021,4613
31065,NE,Furnas County,2022,4573
31065,NE,Furnas County,2023,4555
31065,NE,Furnas County,2024,4468
31067,NE,Gage County,2020,21652
31067,NE,Gage County,2021,21629
31067,NE,Gage County,2022,21542
31067,NE,Gage County,2023,21637
31067,NE,Gage County,2024,21687
31069,NE,Garden County,2020,1889
31069,NE,Garden County,2021,1841
31069,NE,Garden County,2022,1837
31069,NE,Garden County,2023,1804
31069,NE,Garden County,2024,1804
31071,NE,Garfield County,2020,1805
31071,NE,Garfield County,2021,1830
31071,NE,Garfield County,2022,1783
31071,NE,Garfield County,2023,1758
31071,NE,Garfield County,2024,1707
31073,NE,Gosper County,2020,1895
31073,NE,Gosper County,2021,1828
31073,NE,Gosper County,2022,1831
31073,NE,Gosper County,2023,1837
31073,NE,Gosper County,2024,1808
31075,NE,Grant County,2020,864
31075,NE,Grant County,2021,864
31075,NE,Grant County,2022,864
31075,NE,Grant County,2023,864
31075,NE,Grant County,2024,864
31077,NE,Greeley County,2020,2179
31077,NE,Greeley County,2021,2180
31077,NE,Greeley County,2022,2237
31077,NE,Greeley County,2023,2218
31077,NE,Greeley County,2024,2197
31079,NE,Hall County,2020,62776
31079,NE,Hall County,2021,62085
31079,NE,Hall County,2022,62292
31079,NE,Hall County,2023,62658
31079,NE,Hall County,2024,62869
31081,NE,Hamilton County,2020,9402
31081,NE,Hamilton County,2021,9388
31081,NE,Hamilton County,2022,9439
31081,NE,Hamilton County,2023,9528
31081,NE,Hamilton County,2024,9564
31083,NE,Harlan County,2020,3054
31083,NE,Harlan County,2021,3095
31083,NE,Harlan County,2022,3023
31083,NE,Harlan County,2023,3046
31083,NE,Harlan County,2024,3018
31085,NE,Hayes County,2020,864
31085,NE,Hayes County,2021,864
31085,NE,Hayes County,2022,864
31085,NE,Hayes County,2023,864
31085,NE,Hayes County,2024,864
31087,NE,Hitchcock County,2020,2621
31087,NE,Hitchcock County,2021,2602
31087,NE,Hitchcock County,2022,2611
31087,NE,Hitchcock County,2023,2550
31087,NE,Hitchcock County,2024,2460
31089,NE,Holt County,2020,10105
31089,NE,Holt County,2021,10063
31089,NE,Holt County,2022,10069
31089,NE,Holt County,2023,10152
31089,NE,Holt County,2024,10120
31091,NE,Hooker County,2020,864
31091,NE,Hooker County,2021,864
31091,NE,Hooker County,2022,864
31091,NE,Hooker County,2023,864
31091,NE,Hooker County,2024,864
31093,NE,Howard County,2020,6486
31093,NE,Howard County,2021,6525
31093,NE,Howard County,2022,6521
31093,NE,Howard County,2023,6564
31093,NE,Howard County,2024,6572
31095,NE,Jefferson County,2020,7260
31095,NE,Jefferson County,2021,7160
31095,NE,Jefferson County,2022,7151
31095,NE,Jefferson County,2023,7097
31095,NE,Jefferson County,2024,7136
31097,NE,Johnson County,2020,5295
31097,NE,Johnson County,2021,5314
31097,NE,Johnson County,2022,5264
31097,NE,Johnson County,2023,5215
31097,NE,Johnson County,2024,5219
31099,NE,Kearney County,2020,6692
31099,NE,Kearney County,2021,6689
31099,NE,Kearney County,2022,6708
31099,NE,Kearney County,2023,6727
31099,NE,Kearney County,2024,6749
31101,NE,Keith County,2020,8326
31101,NE,Keith County,2021,8259
31101,NE,Keith County,2022,8205
31101,NE,Keith County,2023,8155
31101,NE,Keith County,2024,8148
31103,NE,Keya Paha County,2020,864
31103,NE,Keya Paha County,2021,864
31103,NE,Keya Paha County,2022,864
31103,NE,Keya Paha County,2023,864
31103,NE,Keya Paha County,2024,864
31105,NE,Kimball County,2020,3408
31105,NE,Kimball County,2021,3408
31105,NE,Kimball County,2022,3344
31105,NE,Kimball County,2023,3316
31105,NE,Kimball County,2024,3305
31107,NE,Knox County,2020,8392
31107,NE,Knox County,2021,8414
31107,NE,Knox County,2022,8356
31107,NE,Knox County,2023,8341
31107,NE,Knox County,2024,8306
31109,NE,Lancaster County,2020,323171
31109,NE,Lancaster County,2021,323407
31109,NE,Lancaster County,2022,325252
31109,NE,Lancaster County,2023,328794
31109,NE,Lancaster County,2024,332857
31111,NE,Lincoln County,2020,34535
31111,NE,Lincoln County,2021,34079
31111,NE,Lincoln County,2022,33619
31111,NE,Lincoln County,2023,33457
31111,NE,Lincoln County,2024,33319
31113,NE,Logan County,2020,864
31113,NE,Logan County,2021,864
31113,NE,Logan County,2022,864
31113,NE,Logan County,2023,864
31113,NE,Logan County,2024,864
31115,NE,Loup County,2020,864
31115,NE,Loup County,2021,864
31115,NE,Loup County,2022,864
31115,NE,Loup County,2023,864
31115,NE,Loup County,2024,864
31117,NE,McPherson County,2020,864
31117,NE,McPherson County,2021,864
31117,NE,McPherson County,2022,864
31117,NE,McPherson County,2023,864
31117,NE,McPherson County,2024,864
31119,NE,Madison County,2020,35530
31119,NE,Madison County,2021,35397
31119,NE,Madison County,2022,35427
31119,NE,Madison County,2023,35727
31119,NE,Madison County,2024,35579
31121,NE,Merrick County,2020,7660
31121,NE,Merrick County,2021,7666
31121,NE,Merrick County,2022,7709
31121,NE,Merrick County,2023,7746
31121,NE,Merrick County,2024,7837
31123,NE,Morrill County,2020,4558
31123,NE,Morrill County,2021,4570
31123,NE,Morrill County,2022,4528
31123,NE,Morrill County,2023,4531
31123,NE,Morrill County,2024,4485
31125,NE,Nance County,2020,3394
31125,NE,Nance County,2021,3380
31125,NE,Nance County,2022,3323
31125,NE,Nance County,2023,3261
31125,NE,Nance County,2024,3262
31127,NE,Nemaha County,2020,7085
31127,NE,Nemaha County,2021,7008
31127,NE,Nemaha County,2022,7028
31127,NE,Nemaha County,2023,7064
31127,NE,Nemaha County,2024,7046
31129,NE,Nuckolls County,2020,4091
31129,NE,Nuckolls County,2021,4071
31129,NE,Nuckolls County,2022,4076
31129,NE,Nuckolls County,2023,4103
31129,NE,Nuckolls County,2024,4094
31131,NE,Otoe County,2020,15903
31131,NE,Otoe County,2021,16022
31131,NE,Otoe County,2022,16243
31131,NE,Otoe County,2023,16448
31131,NE,Otoe County,2024,16591
31133,NE,Pawnee County,2020,2541
31133,NE,Pawnee County,2021,2542
31133,NE,Pawnee County,2022,2536
31133,NE,Pawnee County,2023,2511
31133,NE,Pawnee County,2024,2521
31135,NE,Perkins County,2020,2861
31135,NE,Perkins County,2021,2821
31135,NE,Perkins County,2022,2844
31135,NE,Perkins County,2023,2802
31135,NE,Perkins County,2024,2779
31137,NE,Phelps County,2020,8977
31137,NE,Phelps County,2021,8922
31137,NE,Phelps County,2022,9007
31137,NE,Phelps County,2023,9099
31137,NE,Phelps County,2024,9042
31139,NE,Pierce County,2020,7344
31139,NE,Pierce County,2021,7316
31139,NE,Pierce County,2022,7326
31139,NE,Pierce County,2023,7304
31139,NE,Pierce County,2024,7334
31141,NE,Platte County,2020,34291
31141,NE,Platte County,2021,34305
31141,NE,Platte County,2022,34452
31141,NE,Platte County,2023,35034
31141,NE,Platte County,2024,35499
31143,NE,Polk County,2020,5218
31143,NE,Polk County,2021,5193
31143,NE,Polk County,2022,5234
31143,NE,Polk County,2023,5212
31143,NE,Polk County,2024,5269
31145,NE,Red Willow County,2020,10684
31145,NE,Red Willow County,2021,10621
31145,NE,Red Willow County,2022,10557
31145,NE,Red Willow County,2023,10512
31145,NE,Red Willow County,2024,10409
31147,NE,Richardson County,2020,7860
31147,NE,Richardson County,2021,7785
31147,NE,Richardson County,2022,7736
31147,NE,Richardson County,2023,7708
31147,NE,Richardson County,2024,7666
31149,NE,Rock County,2020,1265
31149,NE,Rock County,2021,1276
31149,NE,Rock County,2022,1234
31149,NE,Rock County,2023,1259
31149,NE,Rock County,2024,1241
31151,NE,Saline County,2020,14715
31151,NE,Saline County,2021,14522
31151,NE,Saline County,2022,14621
31151,NE,Saline County,2023,14651
31151,NE,Saline County,2024,14740
31153,NE,Sarpy County,2020,191181
31153,NE,Sarpy County,2021,193853
31153,NE,Sarpy County,2022,196606
31153,NE,Sarpy County,2023,200477
31153,NE,Sarpy County,2024,204828
31155,NE,Saunders County,2020,22370
31155,NE,Saunders County,2021,22832
31155,NE,Saunders County,2022,23159
31155,NE,Saunders County,2023,23471
31155,NE,Saunders County,2024,23406
31157,NE,Scotts Bluff County,2020,36051
31157,NE,Scotts Bluff County,2021,35909
31157,NE,Scotts Bluff County,2022,35798
31157,NE,Scotts Bluff County,2023,35721
31157,NE,Scotts Bluff County,2024,35734
31159,NE,Seward County,2020,17610
31159,NE,Seward County,2021,17555
31159,NE,Seward County,2022,17623
31159,NE,Seward County,2023,17646
31159,NE,Seward County,2024,17769
31161,NE,Sheridan County,2020,5104
31161,NE,Sheridan County,2021,5091
31161,NE,Sheridan County,2022,5015
31161,NE,Sheridan County,2023,4932
31161,NE,Sheridan County,2024,4927
31163,NE,Sherman County,2020,2953
31163,NE,Sherman County,2021,2964
31163,NE,Sherman County,2022,3000
31163,NE,Sherman County,2023,2970
31163,NE,Sherman County,2024,2949
31165,NE,Sioux County,2020,1141
31165,NE,Sioux County,2021,1147
31165,NE,Sioux County,2022,1129
31165,NE,Sioux County,2023,1151
31165,NE,Sioux County,2024,1099
31167,NE,Stanton County,2020,5822
31167,NE,Stanton County,2021,5830
31167,NE,Stanton County,2022,5748
31167,NE,Stanton County,2023,5825
31167,NE,Stanton County,2024,5756
31169,NE,Thayer County,2020,5024
31169,NE,Thayer County,2021,4892
31169,NE,Thayer County,2022,4866
31169,NE,Thayer County,2023,4855
31169,NE,Thayer County,2024,4870
31171,NE,Thomas County,2020,864
31171,NE,Thomas County,2021,864
31171,NE,Thomas County,2022,864
31171,NE,Thomas County,2023,864
31171,NE,Thomas County,2024,864
31173,NE,Thurston County,2020,6759
31173,NE,Thurston County,2021,6627
31173,NE,Thurston County,2022,6549
31173,NE,Thurston County,2023,6562
31173,NE,Thurston County,2024,6637
31175,NE,Valley County,2020,4058
31175,NE,Valley County,2021,4065
31175,NE,Valley County,2022,4064
31175,NE,Valley County,2023,4029
31175,NE,Valley County,2024,4032
31177,NE,Washington County,2020,20926
31177,NE,Washington County,2021,20991
31177,NE,Washington County,2022,21175
31177,NE,Washington County,2023,21182
31177,NE,Washington County,2024,21254
31179,NE,Wayne County,2020,9702
31179,NE,Wayne County,2021,9870
31179,NE,Wayne County,2022,9898
31179,NE,Wayne County,2023,9882
31179,NE,Wayne County,2024,9870
31181,NE,Webster County,2020,3392
31181,NE,Webster County,2021,3404
31181,NE,Webster County,2022,3334
31181,NE,Webster County,2023,3344
31181,NE,Webster County,2024,3326
31183,NE,Wheeler County,2020,864
31183,NE,Wheeler County,2021,864
31183,NE,Wheeler County,2022,864
31183,NE,Wheeler County,2023,864
31183,NE,Wheeler County,2024,864
31185,NE,York County,2020,14105
31185,NE,York County,2021,14245
31185,NE,York County,2022,14319
31185,NE,York County,2023,14386
31185,NE,York County,2024,14375
32001,NV,Churchill County,2020,25577
32001,NV,Churchill County,2021,25674
32001,NV,Churchill County,2022,25828
32001,NV,Churchill County,2023,25915
32001,NV,Churchill County,2024,26033
32003,NV,Clark County,2020,1316181
32003,NV,Clark County,2021,1316181
32003,NV,Clark County,2022,1316181
32003,NV,Clark County,2023,1316181
32003,NV,Clark County,2024,1316181
32005,NV,Douglas County,2020,49529
32005,NV,Douglas County,2021,50008
32005,NV,Douglas County,2022,49592
32005,NV,Douglas County,2023,49422
32005,NV,Douglas County,2024,49564
32007,NV,Elko County,2020,53676
32007,NV,Elko County,2021,53868
32007,NV,Elko County,2022,53943
32007,NV,Elko County,2023,54383
32007,NV,Elko County,2024,54363
32009,NV,Esmeralda County,2020,864
32009,NV,Esmeralda County,2021,864
32009,NV,Esmeralda County,2022,864
32009,NV,Esmeralda County,2023,864
32009,NV,Esmeralda County,2024,864
32011,NV,Eureka County,2020,1853
32011,NV,Eureka County,2021,1909
32011,NV,Eureka County,2022,1862
32011,NV,Eureka County,2023,1898
32011,NV,Eureka County,2024,1877
32013,NV,Humboldt County,2020,17272
32013,NV,Humboldt County,2021,17634
32013,NV,Humboldt County,2022,17262
32013,NV,Humboldt County,2023,17160
32013,NV,Humboldt County,2024,17116
32015,NV,Lander County,2020,5727
32015,NV,Lander County,2021,5761
32015,NV,Lander County,2022,5769
32015,NV,Lander County,2023,5809
32015,NV,Lander County,2024,5785
32017,NV,Lincoln County,2020,4438
32017,NV,Lincoln County,2021,4396
32017,NV,Lincoln County,2022,4421
32017,NV,Lincoln County,2023,4424
32017,NV,Lincoln County,2024,4345
32019,NV,Lyon County,2020,59466
32019,NV,Lyon County,2021,60971
32019,NV,Lyon County,2022,61589
32019,NV,Lyon County,2023,62656
32019,NV,Lyon County,2024,63718
32021,NV,Mineral County,2020,4555
32021,NV,Mineral County,2021,4619
32021,NV,Mineral County,2022,4538
32021,NV,Mineral County,2023,4524
32021,NV,Mineral County,2024,4475
32023,NV,Nye County,2020,51971
32023,NV,Nye County,2021,53339
32023,NV,Nye County,2022,54710
32023,NV,Nye County,2023,55708
32023,NV,Nye County,2024,55990
32027,NV,Pershing County,2020,6620
32027,NV,Pershing County,2021,6430
32027,NV,Pershing County,2022,6446
32027,NV,Pershing County,2023,6403
32027,NV,Pershing County,2024,6536
32029,NV,Storey County,2020,4107
32029,NV,Storey County,2021,4143
32029,NV,Storey County,2022,4165
32029,NV,Storey County,2023,4171
32029,NV,Storey County,2024,4112
32031,NV,Washoe County,2020,487725
32031,NV,Washoe County,2021,494380
32031,NV,Washoe County,2022,496458
32031,NV,Washoe County,2023,500159
32031,NV,Washoe County,2024,507280
32033,NV,White Pine County,2020,9063
32033,NV,White Pine County,2021,8850
32033,NV,White Pine County,2022,8734
32033,NV,White Pine County,2023,8495
32033,NV,White Pine County,2024,8534
32510,NV,Carson City,2020,58682
32510,NV,Carson City,2021,58770
32510,NV,Carson City,2022,58094
32510,NV,Carson City,2023,58226
32510,NV,Carson City,2024,58148
33001,NH,Belknap County,2020,63774
33001,NH,Belknap County,2021,64598
33001,NH,Belknap County,2022,64647
33001,NH,Belknap County,2023,65019
33001,NH,Belknap County,2024,65257
33003,NH,Carroll County,2020,50240
33003,NH,Carroll County,2021,51735
33003,NH,Carroll County,2022,52094
33003,NH,Carroll County,2023,52373
33003,NH,Carroll County,2024,52580
33005,NH,Cheshire County,2020,76542
33005,NH,Cheshire County,2021,76849
33005,NH,Cheshire County,2022,77386
33005,NH,Cheshire County,2023,77632
33005,NH,Cheshire County,2024,78078
33007,NH,Coos County,2020,31228
33007,NH,Coos County,2021,31387
33007,NH,Coos County,2022,31430
33007,NH,Coos County,2023,31209
33007,NH,Coos County,2024,31094
33009,NH,Grafton County,2020,91197
33009,NH,Grafton County,2021,90508
33009,NH,Grafton County,2022,92943
33009,NH,Grafton County,2023,92909
33009,NH,Grafton County,2024,93045
33011,NH,Hillsborough County,2020,422929
33011,NH,Hillsborough County,2021,424475
33011,NH,Hillsborough County,2022,426307
33011,NH,Hillsborough County,2023,427719
33011,NH,Hillsborough County,2024,430462
33013,NH,Merrimack County,2020,154039
33013,NH,Merrimack County,2021,154627
33013,NH,Merrimack County,2022,156241
33013,NH,Merrimack County,2023,157059
33013,NH,Merrimack County,2024,157869
33015,NH,Rockingham County,2020,314664
33015,NH,Rockingham County,2021,318349
33015,NH,Rockingham County,2022,319298
33015,NH,Rockingham County,2023,320665
33015,NH,Rockingham County,2024,322433
33017,NH,Strafford County,2020,131074
33017,NH,Strafford County,2021,131540
33017,NH,Strafford County,2022,132451
33017,NH,Strafford County,2023,133608
33017,NH,Strafford County,2024,134202
33019,NH,Sullivan County,2020,43069
33019,NH,Sullivan County,2021,43609
33019,NH,Sullivan County,2022,43881
33019,NH,Sullivan County,2023,44006
33019,NH,Sullivan County,2024,44012
34001,NJ,Atlantic County,2020,274196
34001,NJ,Atlantic County,2021,274991
34001,NJ,Atlantic County,2022,276111
34001,NJ,Atlantic County,2023,276937
34001,NJ,Atlantic County,2024,279114
34003,NJ,Bergen County,2020,953711
34003,NJ,Bergen County,2021,955510
34003,NJ,Bergen County,2022,957235
34003,NJ,Bergen County,2023,966484
34003,NJ,Bergen County,2024,978641
34005,NJ,Burlington County,2020,461694
34005,NJ,Burlington County,2021,464547
34005,NJ,Burlington County,2022,466710
34005,NJ,Burlington County,2023,470561
34005,NJ,Burlington County,2024,475515
34007,NJ,Camden County,2020,523151
34007,NJ,Camden County,2021,524176
34007,NJ,Camden County,2022,525395
34007,NJ,Camden County,2023,529576
34007,NJ,Camden County,2024,533988
34009,NJ,Cape May County,2020,95051
34009,NJ,Cape May County,2021,95720
34009,NJ,Cape May County,2022,95415
34009,NJ,Cape May County,2023,94643
34009,NJ,Cape May County,2024,93875
34011,NJ,Cumberland County,2020,153724
34011,NJ,Cumberland County,2021,152100
34011,NJ,Cumberland County,2022,151686
34011,NJ,Cumberland County,2023,153338
34011,NJ,Cumberland County,2024,155678
34013,NJ,Essex County,2020,860020
34013,NJ,Essex County,2021,854416
34013,NJ,Essex County,2022,854738
34013,NJ,Essex County,2023,864310
34013,NJ,Essex County,2024,881527
34015,NJ,Gloucester County,2020,302575
34015,NJ,Gloucester County,2021,304636
34015,NJ,Gloucester County,2022,306936
34015,NJ,Gloucester County,2023,308840
34015,NJ,Gloucester County,2024,311783
34017,NJ,Hudson County,2020,721909
34017,NJ,Hudson County,2021,703545
34017,NJ,Hudson County,2022,708657
34017,NJ,Hudson County,2023,721320
34017,NJ,Hudson County,2024,736185
34019,NJ,Hunterdon County,2020,128793
34019,NJ,Hunterdon County,2021,129691
34019,NJ,Hunterdon County,2022,129977
34019,NJ,Hunterdon County,2023,130633
34019,NJ,Hunterdon County,2024,131708
34021,NJ,Mercer County,2020,386492
34021,NJ,Mercer County,2021,382231
34021,NJ,Mercer County,2022,382165
34021,NJ,Mercer County,2023,386296
34021,NJ,Mercer County,2024,392138
34023,NJ,Middlesex County,2020,861460
34023,NJ,Middlesex County,2021,862513
34023,NJ,Middlesex County,2022,866241
34023,NJ,Middlesex County,2023,876119
34023,NJ,Middlesex County,2024,890119
34025,NJ,Monmouth County,2020,642778
34025,NJ,Monmouth County,2021,646531
34025,NJ,Monmouth County,2022,644994
34025,NJ,Monmouth County,2023,644941
34025,NJ,Monmouth County,2024,647520
34027,NJ,Morris County,2020,508472
34027,NJ,Morris County,2021,510691
34027,NJ,Morris County,2022,512685
34027,NJ,Morris County,2023,517738
34027,NJ,Morris County,2024,523053
34029,NJ,Ocean County,2020,638554
34029,NJ,Ocean County,2021,649990
34029,NJ,Ocean County,2022,656386
34029,NJ,Ocean County,2023,660445
34029,NJ,Ocean County,2024,666434
34031,NJ,Passaic County,2020,523464
34031,NJ,Passaic County,2021,518494
34031,NJ,Passaic County,2022,516287
34031,NJ,Passaic County,2023,520219
34031,NJ,Passaic County,2024,526597
34033,NJ,Salem County,2020,64843
34033,NJ,Salem County,2021,65062
34033,NJ,Salem County,2022,65167
34033,NJ,Salem County,2023,65429
34033,NJ,Salem County,2024,65874
34035,NJ,Somerset County,2020,344788
34035,NJ,Somerset County,2021,346562
34035,NJ,Somerset County,2022,348319
34035,NJ,Somerset County,2023,352095
34035,NJ,Somerset County,2024,357467
34037,NJ,Sussex County,2020,143919
34037,NJ,Sussex County,2021,145741
34037,NJ,Sussex County,2022,145638
34037,NJ,Sussex County,2023,146294
34037,NJ,Sussex County,2024,147444
34039,NJ,Union County,2020,573680
34039,NJ,Union County,2021,572930
34039,NJ,Union County,2022,573600
34039,NJ,Union County,2023,582080
34039,NJ,Union County,2024,594160
34041,NJ,Warren County,2020,109520
34041,NJ,Warren County,2021,110464
34041,NJ,Warren County,2022,110885
34041,NJ,Warren County,2023,111344
34041,NJ,Warren County,2024,112031
35001,NM,Bernalillo County,2020,676882
35001,NM,Bernalillo County,2021,675410
35001,NM,Bernalillo County,2022,673039
35001,NM,Bernalillo County,2023,672572
35001,NM,Bernalillo County,2024,671747
35003,NM,Catron County,2020,3609
35003,NM,Catron County,2021,3716
35003,NM,Catron County,2022,3793
35003,NM,Catron County,2023,3803
35003,NM,Catron County,2024,3795
35005,NM,Chaves County,2020,65153
35005,NM,Chaves County,2021,64660
35005,NM,Chaves County,2022,63907
35005,NM,Chaves County,2023,63668
35005,NM,Chaves County,2024,63697
35006,NM,Cibola County,2020,26969
35006,NM,Cibola County,2021,27060
35006,NM,Cibola County,2022,26771
35006,NM,Cibola County,2023,26741
35006,NM,Cibola County,2024,26686
35007,NM,Colfax County,2020,12353
35007,NM,Colfax County,2021,12348
35007,NM,Colfax County,2022,12289
35007,NM,Colfax County,2023,12312
35007,NM,Colfax County,2024,12307
35009,NM,Curry County,2020,48374
35009,NM,Curry County,2021,47950
35009,NM,Curry County,2022,47391
35009,NM,Curry County,2023,47321
35009,NM,Curry County,2024,47156
35011,NM,De Baca County,2020,1683
35011,NM,De Baca County,2021,1682
35011,NM,De Baca County,2022,1697
35011,NM,De Baca County,2023,1672
35011,NM,De Baca County,2024,1657
35013,NM,Doña Ana County,2020,220069
35013,NM,Doña Ana County,2021,221756
35013,NM,Doña Ana County,2022,223604
35013,NM,Doña Ana County,2023,226534
35013,NM,Doña Ana County,2024,229366
35015,NM,Eddy County,2020,62342
